0.00, 1.0000
1.00, 1.0000
2.00, 1.0000
3.00, 1.0000
4.00, 1.0000
5.00, 1.0000
6.00, 1.0000
7.00, 1.0000
8.00, 1.0000
9.00, 1.0000
10.00, 1.0000
11.00, 1.0000
12.00, 1.0000
13.00, 1.0000
14.00, 1.0000
15.00, 1.0000
16.00, 1.0000
17.00, 1.0000
18.00, 1.0000
19.00, 1.0000
20.00, 1.0000
21.00, 1.0000
22.00, 1.0000
23.00, 1.0000
24.00, 1.0000
25.00, 1.0000
26.00, 0.9000
27.00, 0.9000
28.00, 0.8000
29.00, 0.8000
30.00, 0.7000
31.00, 0.6000
32.00, 0.4000
33.00, 0.4000
34.00, 0.3000
35.00, 0.2000
36.00, 0.1000
37.00, 0.1000
38.00, 0.1000
39.00, 0.1000
40.00, 0.1000
41.00, 0.0000
42.00, 0.0000
43.00, 0.0000
44.00, 0.0000
45.00, 0.0000
46.00, 0.0000
47.00, 0.0000
48.00, 0.0000
49.00, 0.0000
50.00, 0.0000
51.00, 0.0000
52.00, 0.0000
53.00, 0.0000
54.00, 0.0000
55.00, 0.0000
