0.00, 1.0000
1.00, 1.0000
2.00, 1.0000
3.00, 1.0000
4.00, 1.0000
5.00, 1.0000
6.00, 1.0000
7.00, 1.0000
8.00, 1.0000
9.00, 1.0000
10.00, 0.9000
11.00, 0.8000
12.00, 0.8000
13.00, 0.8000
14.00, 0.8000
15.00, 0.7000
16.00, 0.6000
17.00, 0.6000
18.00, 0.6000
19.00, 0.6000
20.00, 0.6000
21.00, 0.3000
22.00, 0.3000
23.00, 0.2000
24.00, 0.0000
25.00, 0.0000
26.00, 0.0000
27.00, 0.0000
28.00, 0.0000
29.00, 0.0000
30.00, 0.0000
31.00, 0.0000
32.00, 0.0000
33.00, 0.0000
34.00, 0.0000
35.00, 0.0000
36.00, 0.0000
37.00, 0.0000
38.00, 0.0000
39.00, 0.0000
40.00, 0.0000
41.00, 0.0000
42.00, 0.0000
43.00, 0.0000
44.00, 0.0000
45.00, 0.0000
46.00, 0.0000
47.00, 0.0000
48.00, 0.0000
49.00, 0.0000
50.00, 0.0000
51.00, 0.0000
52.00, 0.0000
